method,profile,accuracy,mean_latency_ms,p95_latency_ms,deadline_miss_rate,mean_upload_kb,mean_energy_j,exit_rate,offload_rate,local_rate,selective_error,action_cloud_raw_rate,action_split_l1_rate,action_split_l2_rate,action_split_l3_rate,action_local_full_rate,dataset,seed,alpha,raw_input_scale,payload_scale
cloud_only,mixed,0.9605,764.8194924503617,2377.6447838793547,0.996,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,svhn,42,0.1,128.0,0.125
deadline_greedy,mixed,0.9605,203.69810932242422,568.0057403968992,0.8221666666666667,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,svhn,42,0.1,128.0,0.125
oracle_split,mixed,0.9605,203.69661219500344,568.0057403968992,0.8221666666666667,2.2536666666666667,0.009075882000000002,0.0,1.0,0.0,0.0,0.0006666666666666666,0.9983333333333333,0.001,0.0,0.0,svhn,42,0.1,128.0,0.125
coda_split_controller,mixed,0.9605,203.69810932242422,568.0057403968992,0.8221666666666667,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,svhn,42,0.1,128.0,0.125
coda_controller,mixed,0.9605,61.244400000000006,61.2444,0.0,0.0,0.030621999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,svhn,42,0.1,128.0,0.125
cloud_only,wifi,0.9645,125.60225397684937,184.7870093832512,0.9523333333333334,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,svhn,101,0.1,128.0,0.125
deadline_greedy,wifi,0.9645,56.64647759269929,94.5273646181382,0.10866666666666666,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,svhn,101,0.1,128.0,0.125
oracle_split,wifi,0.9645,56.64647759269929,94.5273646181382,0.10866666666666666,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,svhn,101,0.1,128.0,0.125
coda_split_controller,wifi,0.9645,56.64647759269929,94.5273646181382,0.10866666666666666,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,svhn,101,0.1,128.0,0.125
coda_controller,wifi,0.9645,61.249351314436254,61.2444,0.00016666666666666666,0.0006666666666666666,0.030614773666666664,0.0,0.0003333333333333333,0.9996666666666667,0.0,0.0,0.0003333333333333333,0.0,0.0,0.9996666666666667,svhn,101,0.1,128.0,0.125
cloud_only,lte,0.9645,360.2644224332207,623.3604892411075,1.0,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,svhn,101,0.1,128.0,0.125
deadline_greedy,lte,0.9645,93.90095977695701,152.0859367723352,0.6086666666666667,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,svhn,101,0.1,128.0,0.125
oracle_split,lte,0.9645,93.90095977695701,152.0859367723352,0.6086666666666667,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,svhn,101,0.1,128.0,0.125
coda_split_controller,lte,0.9645,93.90095977695701,152.0859367723352,0.6086666666666667,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,svhn,101,0.1,128.0,0.125
coda_controller,lte,0.9645,61.244400000000006,61.2444,0.0,0.0,0.030621999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,svhn,101,0.1,128.0,0.125
cloud_only,congested,0.9645,1003.1733378649789,2217.0345167369846,1.0,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,svhn,101,0.1,128.0,0.125
deadline_greedy,congested,0.9645,154.56302056721,293.2916000143299,0.9121666666666667,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,svhn,101,0.1,128.0,0.125
oracle_split,congested,0.9645,154.56302056721,293.2916000143299,0.9121666666666667,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,svhn,101,0.1,128.0,0.125
coda_split_controller,congested,0.9645,154.56302056721,293.2916000143299,0.9121666666666667,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,svhn,101,0.1,128.0,0.125
coda_controller,congested,0.9645,61.244400000000006,61.2444,0.0,0.0,0.030621999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,svhn,101,0.1,128.0,0.125
cloud_only,mixed,0.9645,717.6883435740818,2186.820711127613,0.9958333333333333,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,svhn,101,0.1,128.0,0.125
deadline_greedy,mixed,0.9645,198.9752067972402,541.3536498010382,0.8146666666666667,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,svhn,101,0.1,128.0,0.125
oracle_split,mixed,0.9645,198.97312371724416,541.3536498010382,0.8146666666666667,2.2546666666666666,0.009065038000000001,0.0,1.0,0.0,0.0,0.0006666666666666666,0.9993333333333333,0.0,0.0,0.0,svhn,101,0.1,128.0,0.125
coda_split_controller,mixed,0.9645,198.9752067972402,541.3536498010382,0.8146666666666667,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,svhn,101,0.1,128.0,0.125
coda_controller,mixed,0.9645,61.244400000000006,61.2444,0.0,0.0,0.030621999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,svhn,101,0.1,128.0,0.125
